City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Temp,Wind Speed
528,horta,98,PT,1580519199,90,38.53,-28.63,61.39,22.5
529,aguimes,34,ES,1580519200,19,27.91,-15.45,67.69,8.05
530,bagdarin,69,RU,1580519200,83,54.43,113.6,-17.09,6.8
531,charlestown,0,AU,1580519200,35,-32.95,151.67,101.34,9.17
532,singapore,75,SG,1580519060,78,1.29,103.85,79.86,10.29
533,lavrentiya,100,RU,1580519200,97,65.58,-171.0,-7.46,5.79
534,indiana,90,US,1580519200,100,40.0,-86.25,36.27,3.36
535,bundaberg,90,AU,1580519185,78,-24.85,152.35,84.63,1.12
536,khoy,95,IR,1580519201,94,38.55,44.95,32.23,1.83
537,san cristobal,20,VE,1580519201,69,7.77,-72.22,82.4,4.7
538,sibu,75,MY,1580519201,83,2.3,111.82,77.0,5.82
539,srednekolymsk,100,RU,1580519201,98,67.45,153.68,-15.02,5.3
540,pedernales,23,DO,1580519201,78,18.04,-71.74,68.45,4.36
541,daru,64,PG,1580519201,64,-9.08,143.21,87.78,2.75
542,salina,1,US,1580519123,48,38.84,-97.61,37.13,4.7
543,divnoye,100,RU,1580519202,88,45.91,43.35,34.09,8.52
544,nishihara,75,JP,1580519202,48,26.18,127.76,60.53,16.11
545,clyde river,1,CA,1580518986,73,70.47,-68.59,-31.0,3.36
546,muzhi,100,RU,1580519202,98,65.37,64.67,-16.64,10.67
547,sao miguel do araguaia,66,BR,1580519202,90,-13.28,-50.16,76.12,2.06
548,maua,75,BR,1580519068,78,-23.67,-46.46,77.85,9.17
549,saldanha,59,ZA,1580519203,82,-33.01,17.94,60.8,6.93
550,dhone,59,IN,1580519203,85,15.42,77.88,69.04,14.52
551,sabratah,97,LY,1580519203,65,32.79,12.49,63.43,6.58
552,evensk,49,RU,1580519203,60,61.95,159.23,-14.44,0.6
553,bulaevo,91,KZ,1580519203,84,54.91,70.44,1.71,7.36
554,kunashak,40,RU,1580519203,85,55.7,61.55,15.8,8.95
555,saint-ambroise,5,CA,1580519203,84,48.55,-71.33,0.32,3.36
556,new waterford,90,US,1580519204,98,40.85,-80.61,32.7,4.85
